age,age_range,gender,income,became_member_on,days_as_member,total_completed,total_viewed,total_received,percent_completed,total_spent,avg_spent,num_transactions,completed_bogo,num_bogos,bogo_percent_completed,completed_discount,num_discounts,discount_percent_completed,cluster
64,60-69,F,73000.0,2016-09-05,695,3,3,3,1.0,908.81,50.489444444444445,18,1,3,0.3333333333333333,2,6,0.3333333333333333,0
21,20-29,F,39000.0,2015-08-09,1088,1,3,3,0.3333333333333333,32.77,2.979090909090909,11,1,5,0.2,1,2,0.5,1
52,50-59,F,112000.0,2016-12-23,586,4,4,4,1.0,278.06,25.278181818181817,11,2,6,0.3333333333333333,2,6,0.3333333333333333,0
70,70-79,F,80000.0,2015-11-27,978,3,2,4,0.75,140.15,20.02142857142857,7,1,2,0.5,2,7,0.2857142857142857,0
24,20-29,M,50000.0,2018-07-20,12,4,4,5,0.8,114.03,14.25375,8,1,3,0.3333333333333333,2,8,0.25,0
45,40-49,M,36000.0,2016-01-17,927,1,2,4,0.25,128.22,7.54235294117647,17,0,0,0.3333333333333333,1,3,0.3333333333333333,1
18,11-19,M,60000.0,2013-09-20,1776,3,3,5,0.6,65.62,4.687142857142858,14,1,3,0.3333333333333333,2,6,0.3333333333333333,1
52,50-59,M,32000.0,2017-10-02,303,3,3,6,0.5,47.18999999999999,2.483684210526316,19,1,4,0.25,2,7,0.2857142857142857,1
39,30-39,M,51000.0,2017-12-13,231,1,3,3,0.3333333333333333,25.48,12.74,2,2,7,0.2857142857142857,0,0,0.0,3
47,40-49,M,59000.0,2017-10-13,292,0,3,4,0.0,11.7,11.7,1,1,2,0.5,2,5,0.4,2
32,30-39,M,49000.0,2016-01-16,928,4,4,5,0.8,77.05,9.63125,8,3,8,0.375,1,3,0.3333333333333333,0
46,40-49,F,41000.0,2017-12-15,229,0,3,3,0.0,69.58000000000001,9.94,7,1,2,0.5,0,0,0.0,3
64,60-69,F,30000.0,2018-02-28,154,3,5,5,0.6,57.26,7.1575,8,2,7,0.2857142857142857,2,6,0.3333333333333333,0
38,30-39,M,43000.0,2018-07-17,15,0,2,4,0.0,8.93,2.2325,4,1,1,1.0,2,5,0.4,2
51,50-59,M,71000.0,2017-04-22,466,4,2,5,0.8,696.4000000000001,63.30909090909092,11,0,0,1.0,3,9,0.3333333333333333,2
65,60-69,M,50000.0,2015-12-30,945,3,2,4,0.75,238.88,11.944,20,1,3,0.3333333333333333,2,5,0.4,1
78,70-79,F,85000.0,2016-08-06,725,3,3,4,0.75,204.0,25.5,8,1,6,0.1666666666666666,1,3,0.3333333333333333,0
40,40-49,F,56000.0,2017-08-18,348,2,4,4,0.5,24.65,4.108333333333333,6,1,5,0.2,1,3,0.3333333333333333,0
54,50-59,F,65000.0,2018-04-25,98,2,4,5,0.4,124.92,15.615,8,1,3,0.3333333333333333,1,3,0.3333333333333333,0
60,60-69,M,31000.0,2014-05-08,1546,2,4,4,0.5,52.040000000000006,2.738947368421053,19,2,5,0.4,1,3,0.3333333333333333,1
85,80+,M,47000.0,2017-06-15,412,2,4,5,0.4,50.29,4.571818181818181,11,2,5,0.4,2,4,0.5,1
56,50-59,M,37000.0,2018-03-10,144,0,3,4,0.0,0.97,0.485,2,2,3,0.6666666666666666,1,2,0.5,2
47,40-49,M,58000.0,2017-10-14,291,1,5,5,0.2,21.39,3.565,6,2,7,0.2857142857142857,2,4,0.5,2
42,40-49,M,70000.0,2017-12-07,237,0,2,4,0.0,27.99,5.598000000000001,5,1,2,0.5,2,3,0.6666666666666666,2
63,60-69,M,66000.0,2018-03-13,141,0,1,4,0.0,12.12,4.04,3,1,1,1.0,1,2,0.5,2
22,20-29,M,38000.0,2015-12-29,946,5,3,5,1.0,201.12,10.056,20,1,3,0.3333333333333333,2,10,0.2,0
19,11-19,M,32000.0,2017-12-22,222,1,1,3,0.3333333333333333,22.21,3.701666666666666,6,0,0,0.3333333333333333,2,4,0.5,2
61,60-69,M,98000.0,2017-10-19,286,5,4,6,0.8333333333333334,104.42,34.806666666666665,3,3,8,0.375,2,7,0.2857142857142857,0
59,50-59,F,60000.0,2017-09-10,325,3,5,5,0.6,235.21,16.800714285714285,14,2,6,0.3333333333333333,1,3,0.3333333333333333,0
47,40-49,M,39000.0,2018-06-07,55,4,4,5,0.8,72.64999999999999,9.08125,8,3,11,0.2727272727272727,0,0,0.0,0
51,50-59,F,77000.0,2018-06-11,51,0,6,6,0.0,20.16,20.16,1,3,6,0.5,1,2,0.5,2
69,60-69,F,33000.0,2017-07-22,375,2,3,4,0.5,63.24,7.904999999999999,8,2,4,0.5,1,5,0.2,0
26,20-29,M,47000.0,2015-09-25,1041,3,3,4,0.75,73.08999999999999,3.177826086956521,23,1,2,0.5,3,8,0.375,1
18,11-19,M,37000.0,2018-05-05,88,0,2,5,0.0,8.879999999999999,1.7759999999999998,5,1,2,0.5,2,4,0.5,2
20,20-29,M,31000.0,2017-12-15,229,0,1,3,0.0,4.86,1.62,3,2,4,0.5,0,0,0.0,3
43,40-49,M,59000.0,2017-03-05,514,4,3,4,1.0,278.7,15.483333333333333,18,0,0,0.5,3,11,0.2727272727272727,0
23,20-29,M,35000.0,2018-01-17,196,3,4,5,0.6,57.18999999999999,3.3641176470588228,17,1,2,0.5,3,10,0.3,0
57,50-59,F,34000.0,2016-03-07,877,0,2,6,0.0,16.150000000000002,1.6150000000000002,10,3,6,0.5,1,2,0.5,1
78,70-79,F,66000.0,2018-07-22,10,0,2,2,0.0,10.22,3.4066666666666667,3,0,0,0.5,2,4,0.5,2
97,80+,M,31000.0,2017-08-21,345,0,3,4,0.0,9.14,1.3057142857142858,7,1,2,0.5,2,4,0.5,2
36,30-39,M,74000.0,2018-07-18,14,0,3,4,0.0,23.13,3.3042857142857143,7,1,2,0.5,2,5,0.4,2
85,80+,M,50000.0,2015-10-10,1026,2,3,5,0.4,96.18,13.74,7,0,0,0.5,2,6,0.3333333333333333,1
69,60-69,F,55000.0,2016-07-26,736,3,4,4,0.75,158.01000000000002,15.801000000000002,10,0,0,0.5,3,11,0.2727272727272727,0
66,60-69,M,40000.0,2017-11-10,264,2,3,3,0.6666666666666666,65.22,9.317142857142857,7,2,6,0.3333333333333333,0,0,0.0,3
39,30-39,M,31000.0,2016-01-25,919,2,1,4,0.5,72.42,8.046666666666667,9,1,2,0.5,2,4,0.5,1
58,50-59,F,75000.0,2017-12-06,238,2,2,5,0.4,33.48,33.48,1,2,4,0.5,2,5,0.4,0
45,40-49,M,67000.0,2017-02-11,536,3,4,4,0.75,83.03,13.838333333333331,6,1,6,0.1666666666666666,1,3,0.3333333333333333,0
54,50-59,M,64000.0,2017-12-22,222,2,2,2,1.0,114.73000000000002,19.12166666666667,6,2,6,0.3333333333333333,0,0,0.0,3
59,50-59,F,53000.0,2018-05-17,76,3,4,4,0.75,470.69,52.29888888888888,9,3,9,0.3333333333333333,0,0,0.0,0
24,20-29,M,55000.0,2018-01-21,192,0,4,5,0.0,16.799999999999997,2.7999999999999994,6,2,3,0.6666666666666666,2,6,0.3333333333333333,2
61,60-69,M,62000.0,2018-02-15,167,0,3,4,0.0,18.84,4.71,4,1,2,0.5,2,5,0.4,2
74,70-79,M,54000.0,2018-01-30,183,0,3,5,0.0,8.52,2.13,4,1,1,1.0,2,3,0.6666666666666666,2
29,20-29,M,71000.0,2016-05-08,815,3,3,4,0.75,201.05,16.754166666666666,12,1,2,0.5,2,6,0.3333333333333333,0
61,60-69,F,97000.0,2017-04-15,473,2,2,3,0.6666666666666666,129.16,25.832,5,1,3,0.3333333333333333,1,2,0.5,0
73,70-79,F,37000.0,2018-03-17,137,3,3,5,0.6,88.8,9.866666666666667,9,2,6,0.3333333333333333,1,5,0.2,0
52,50-59,F,51000.0,2017-12-24,220,0,1,3,0.0,2.12,1.06,2,1,2,0.5,2,2,1.0,2
73,70-79,F,84000.0,2018-06-26,36,2,0,5,0.0,32.25,16.125,2,1,1,1.0,1,5,0.2,2
54,50-59,F,75000.0,2017-06-07,420,3,2,4,0.75,119.85,19.975,6,3,9,0.3333333333333333,0,0,0.0,0
81,80+,F,57000.0,2017-09-28,307,4,4,4,1.0,650.4600000000002,36.13666666666668,18,2,6,0.3333333333333333,2,6,0.3333333333333333,0
64,60-69,F,72000.0,2018-01-06,207,0,3,4,0.0,20.12,3.353333333333333,6,2,6,0.3333333333333333,1,1,1.0,2
65,60-69,M,78000.0,2015-09-21,1045,5,4,6,0.8333333333333334,151.4,21.62857142857143,7,4,10,0.4,2,5,0.4,0
65,60-69,M,74000.0,2018-05-22,71,0,4,4,0.0,4.68,1.5599999999999998,3,1,2,0.5,1,4,0.25,1
29,20-29,M,65000.0,2014-06-20,1503,3,5,5,0.6,80.04,4.002000000000001,20,3,10,0.3,1,3,0.3333333333333333,1
33,30-39,M,44000.0,2017-08-21,345,1,4,5,0.2,26.66,5.331999999999999,5,3,8,0.375,0,0,0.0,3
74,70-79,M,61000.0,2018-07-03,29,0,6,6,0.0,11.59,11.59,1,2,4,0.5,2,6,0.3333333333333333,2
64,60-69,M,44000.0,2017-10-28,277,1,4,5,0.2,10.749999999999998,2.1499999999999995,5,1,3,0.3333333333333333,1,4,0.25,1
50,50-59,M,89000.0,2017-08-31,335,0,4,4,0.0,78.55,26.183333333333334,3,1,2,0.5,1,2,0.5,1
44,40-49,F,72000.0,2016-03-12,872,3,5,5,0.6,139.09,15.454444444444444,9,1,3,0.3333333333333333,1,6,0.1666666666666666,0
63,60-69,F,54000.0,2014-10-07,1394,4,4,4,1.0,69.41,13.882,5,2,6,0.3333333333333333,2,6,0.3333333333333333,0
77,70-79,F,46000.0,2018-01-10,203,0,2,5,0.0,16.28,2.7133333333333334,6,2,5,0.4,2,2,1.0,2
64,60-69,M,48000.0,2018-04-03,120,5,5,5,1.0,141.23000000000002,11.769166666666669,12,3,9,0.3333333333333333,2,6,0.3333333333333333,0
72,70-79,F,85000.0,2015-12-12,963,5,5,5,1.0,417.34,23.18555555555556,18,2,6,0.3333333333333333,2,9,0.2222222222222222,0
56,50-59,M,64000.0,2017-09-03,332,4,5,5,0.8,148.26,16.473333333333333,9,2,6,0.3333333333333333,2,6,0.3333333333333333,0
73,70-79,M,67000.0,2017-06-09,418,3,3,3,1.0,216.88,16.68307692307692,13,1,3,0.3333333333333333,2,6,0.3333333333333333,0
52,50-59,M,47000.0,2018-06-23,39,0,2,4,0.0,12.27,3.0675,4,2,3,0.6666666666666666,1,2,0.5,2
43,40-49,M,45000.0,2018-05-13,80,1,2,3,0.3333333333333333,11.58,2.895,4,1,2,0.5,2,4,0.5,2
49,40-49,M,66000.0,2016-11-06,633,6,3,6,1.0,273.28000000000003,17.080000000000002,16,2,6,0.3333333333333333,2,9,0.2222222222222222,0
87,80+,M,65000.0,2016-11-30,609,1,3,3,0.3333333333333333,236.66,16.904285714285713,14,1,3,0.3333333333333333,0,0,0.0,3
40,40-49,F,38000.0,2018-06-20,42,1,4,5,0.2,27.33,2.484545454545455,11,3,9,0.3333333333333333,1,1,1.0,2
63,60-69,F,55000.0,2014-07-01,1492,3,4,4,0.75,79.6,13.266666666666666,6,1,5,0.2,2,6,0.3333333333333333,0
86,80+,F,75000.0,2016-03-25,859,2,2,4,0.5,207.32,20.732,10,0,0,0.2,3,7,0.4285714285714285,0
51,50-59,M,104000.0,2017-03-13,506,5,4,6,0.8333333333333334,225.42,28.1775,8,1,6,0.1666666666666666,3,7,0.4285714285714285,0
53,50-59,F,106000.0,2016-11-16,623,4,3,6,0.6666666666666666,196.88,28.12571428571428,7,0,0,0.1666666666666666,3,10,0.3,0
62,60-69,M,68000.0,2017-11-10,264,2,4,4,0.5,108.32,18.05333333333333,6,1,3,0.3333333333333333,2,5,0.4,1
56,50-59,M,72000.0,2016-01-09,935,2,2,5,0.4,172.26999999999998,10.766875,16,2,5,0.4,2,4,0.5,1
53,50-59,F,48000.0,2017-12-11,233,0,1,4,0.0,9.9,3.3000000000000003,3,2,3,0.6666666666666666,2,2,1.0,2
61,60-69,F,65000.0,2017-11-09,265,0,4,4,0.0,62.31,15.5775,4,0,0,0.6666666666666666,2,4,0.5,2
59,50-59,F,77000.0,2015-10-24,1012,3,3,3,1.0,193.47000000000003,21.49666666666667,9,0,0,0.6666666666666666,2,9,0.2222222222222222,0
58,50-59,M,119000.0,2017-08-15,351,5,4,6,0.8333333333333334,160.27999999999997,32.056,5,1,3,0.3333333333333333,3,12,0.25,0
80,80+,M,58000.0,2015-10-06,1030,4,5,5,0.8,148.88,16.54222222222222,9,2,8,0.25,2,6,0.3333333333333333,0
59,50-59,M,87000.0,2018-06-10,52,0,5,5,0.0,0.0,,0,3,8,0.375,0,0,0.0,3
24,20-29,M,42000.0,2018-03-11,143,0,4,4,0.0,19.65,2.807142857142857,7,1,2,0.5,1,2,0.5,2
88,80+,M,62000.0,2016-04-15,838,1,3,5,0.2,42.17,3.5141666666666667,12,2,7,0.2857142857142857,1,1,1.0,1
73,70-79,M,54000.0,2017-11-29,245,0,1,6,0.0,11.14,3.713333333333333,3,3,5,0.6,1,2,0.5,2
61,60-69,M,33000.0,2018-01-18,195,1,3,6,0.1666666666666666,38.26,4.7825,8,2,3,0.6666666666666666,1,3,0.3333333333333333,2
56,50-59,M,50000.0,2017-07-27,370,2,5,5,0.4,56.08,18.69333333333333,3,2,5,0.4,1,3,0.3333333333333333,2
71,70-79,F,87000.0,2018-01-09,204,3,3,5,0.6,83.28,16.656,5,3,7,0.4285714285714285,1,3,0.3333333333333333,0
48,40-49,F,71000.0,2017-08-17,349,0,2,4,0.0,8.5,2.833333333333333,3,2,3,0.6666666666666666,1,1,1.0,2
78,70-79,F,81000.0,2013-08-05,1822,3,5,5,0.6,210.88,23.43111111111111,9,1,3,0.3333333333333333,2,6,0.3333333333333333,0
53,50-59,F,88000.0,2015-10-30,1006,5,4,6,0.8333333333333334,251.46,20.955,12,2,9,0.2222222222222222,2,5,0.4,0
49,40-49,F,71000.0,2017-07-08,389,2,1,2,1.0,134.28,19.18285714285714,7,1,3,0.3333333333333333,1,2,0.5,0
72,70-79,M,92000.0,2018-05-08,85,5,3,6,0.8333333333333334,147.42,24.57,6,2,6,0.3333333333333333,3,8,0.375,0
75,70-79,F,115000.0,2017-12-06,238,4,5,5,0.8,125.47,25.094,5,3,9,0.3333333333333333,1,3,0.3333333333333333,0
25,20-29,M,61000.0,2017-01-21,557,1,2,4,0.25,33.9,4.842857142857143,7,3,6,0.5,1,1,1.0,2
47,40-49,F,50000.0,2018-07-17,15,2,6,6,0.3333333333333333,33.31,16.655,2,1,2,0.5,2,12,0.1666666666666666,0
45,40-49,F,74000.0,2016-03-01,883,5,5,5,1.0,308.93,23.76384615384616,13,2,6,0.3333333333333333,2,9,0.2222222222222222,0
59,50-59,F,68000.0,2018-01-08,205,2,3,4,0.5,51.24,17.080000000000002,3,1,2,0.5,1,5,0.2,2
92,80+,F,37000.0,2017-12-07,237,5,4,5,1.0,156.52,9.7825,16,2,5,0.4,2,9,0.2222222222222222,0
50,50-59,M,38000.0,2018-01-18,195,1,2,3,0.3333333333333333,30.44,2.536666666666666,12,0,0,0.4,3,6,0.5,2
73,70-79,F,53000.0,2017-08-19,347,2,4,4,0.5,58.26,11.652,5,2,6,0.3333333333333333,1,2,0.5,0
58,50-59,F,88000.0,2015-09-15,1051,5,5,5,1.0,378.24,22.249411764705883,17,2,6,0.3333333333333333,3,9,0.3333333333333333,0
22,20-29,M,57000.0,2017-12-13,231,1,4,4,0.25,53.35,2.963888888888889,18,1,2,0.5,2,7,0.2857142857142857,1
67,60-69,M,45000.0,2018-01-30,183,0,1,2,0.0,15.000000000000002,3.0000000000000004,5,1,2,0.5,0,0,0.0,3
30,30-39,M,48000.0,2016-04-18,835,2,4,5,0.4,68.68,3.434,20,1,2,0.5,2,7,0.2857142857142857,1
45,40-49,M,46000.0,2016-09-08,692,2,2,5,0.4,45.76,3.813333333333333,12,1,2,0.5,2,6,0.3333333333333333,1
58,50-59,F,73000.0,2017-02-02,545,5,3,6,0.8333333333333334,208.36,18.94181818181818,11,2,6,0.3333333333333333,3,7,0.4285714285714285,0
62,60-69,F,52000.0,2017-09-30,305,3,4,4,0.75,93.24,15.54,6,1,3,0.3333333333333333,2,6,0.3333333333333333,0
91,80+,F,71000.0,2015-11-19,986,3,3,4,0.75,146.35000000000002,20.907142857142865,7,1,9,0.1111111111111111,1,1,1.0,2
70,70-79,M,68000.0,2017-12-25,219,0,3,4,0.0,24.6,3.5142857142857147,7,1,2,0.5,2,4,0.5,2
39,30-39,M,50000.0,2013-08-27,1800,2,3,6,0.3333333333333333,54.86,3.227058823529412,17,2,4,0.5,2,4,0.5,1
58,50-59,M,39000.0,2014-04-18,1566,1,5,5,0.2,54.84,3.0466666666666664,18,2,6,0.3333333333333333,2,5,0.4,1
49,40-49,F,87000.0,2017-03-26,493,2,3,3,0.6666666666666666,94.0,23.5,4,1,3,0.3333333333333333,1,3,0.3333333333333333,0
89,80+,F,81000.0,2017-09-22,313,1,0,3,0.0,75.07,18.7675,4,0,0,0.3333333333333333,2,4,0.5,2
44,40-49,M,68000.0,2015-02-25,1253,3,3,4,0.75,152.58,16.953333333333333,9,1,2,0.5,2,6,0.3333333333333333,0
55,50-59,F,44000.0,2017-02-14,533,3,2,3,1.0,101.84,10.184,10,2,6,0.3333333333333333,1,2,0.5,0
56,50-59,M,38000.0,2015-09-20,1046,0,3,5,0.0,36.34,2.595714285714286,14,2,3,0.6666666666666666,1,1,1.0,1
65,60-69,M,76000.0,2017-12-22,222,0,1,5,0.0,0.0,,0,2,2,1.0,0,0,0.0,3
90,80+,M,38000.0,2018-04-09,114,0,2,6,0.0,9.87,4.9350000000000005,2,3,5,0.6,1,2,0.5,2
62,60-69,M,52000.0,2015-09-17,1049,4,5,5,0.8,74.38999999999999,14.877999999999997,5,2,6,0.3333333333333333,2,6,0.3333333333333333,0
63,60-69,F,68000.0,2017-08-08,358,1,1,1,1.0,156.11,22.301428571428573,7,0,0,0.3333333333333333,1,3,0.3333333333333333,0
36,30-39,F,40000.0,2018-01-03,210,4,4,6,0.6666666666666666,56.37,9.395,6,2,4,0.5,3,10,0.3,0
62,60-69,F,94000.0,2017-12-22,222,0,1,5,0.0,0.0,,0,2,5,0.4,1,1,1.0,2
19,11-19,M,43000.0,2016-12-04,605,1,2,4,0.25,124.45000000000002,11.313636363636364,11,2,4,0.5,0,0,0.0,3
76,70-79,M,118000.0,2018-03-08,146,2,4,5,0.4,55.17,18.39,3,2,6,0.3333333333333333,0,0,0.0,3
43,40-49,M,51000.0,2017-09-24,311,1,4,5,0.2,11.22,11.22,1,1,2,0.5,1,5,0.2,1
24,20-29,M,50000.0,2016-03-25,859,2,3,4,0.5,38.56,2.9661538461538464,13,0,0,0.5,2,7,0.2857142857142857,0
83,80+,F,58000.0,2017-03-25,494,4,6,6,0.6666666666666666,103.01000000000002,12.876250000000002,8,2,11,0.1818181818181818,1,3,0.3333333333333333,0
67,60-69,M,34000.0,2017-08-12,354,0,4,5,0.0,16.750000000000004,2.3928571428571432,7,1,2,0.5,2,5,0.4,2
35,30-39,F,45000.0,2015-10-18,1018,3,4,5,0.6,147.67,10.547857142857142,14,2,5,0.4,1,3,0.3333333333333333,0
65,60-69,M,61000.0,2014-05-21,1533,3,3,4,0.75,70.17,14.034,5,1,2,0.5,3,8,0.375,0
58,50-59,F,109000.0,2017-09-06,329,3,3,4,0.75,81.42,27.14,3,1,3,0.3333333333333333,3,7,0.4285714285714285,0
43,40-49,M,72000.0,2016-12-25,584,4,3,4,1.0,96.34,16.05666666666667,6,2,11,0.1818181818181818,0,0,0.0,0
71,70-79,F,89000.0,2016-05-17,806,2,2,2,1.0,99.88,19.976,5,1,3,0.3333333333333333,1,3,0.3333333333333333,0
69,60-69,F,85000.0,2016-05-22,801,4,2,4,1.0,135.0,22.5,6,2,7,0.2857142857142857,1,3,0.3333333333333333,0
67,60-69,M,38000.0,2016-07-20,742,4,3,4,1.0,175.17,9.731666666666666,18,2,6,0.3333333333333333,2,5,0.4,0
48,40-49,F,94000.0,2017-05-13,445,4,3,4,1.0,191.76,27.39428571428571,7,2,6,0.3333333333333333,2,5,0.4,0
43,40-49,M,34000.0,2017-08-30,336,3,4,4,0.75,121.51000000000003,6.750555555555557,18,1,2,0.5,2,9,0.2222222222222222,0
23,20-29,M,42000.0,2018-04-28,95,0,2,4,0.0,9.08,2.27,4,2,4,0.5,2,2,1.0,2
75,70-79,F,109000.0,2017-05-14,444,2,2,5,0.4,91.32,30.44,3,3,6,0.5,1,3,0.3333333333333333,0
32,30-39,F,64000.0,2016-01-10,934,3,3,4,0.75,229.42,16.387142857142855,14,2,4,0.5,2,6,0.3333333333333333,0
58,50-59,M,79000.0,2017-04-30,458,2,2,4,0.5,117.64,23.528,5,2,5,0.4,0,0,0.0,3
62,60-69,F,40000.0,2014-01-14,1660,2,2,3,0.6666666666666666,148.17000000000002,8.231666666666667,18,1,3,0.3333333333333333,1,3,0.3333333333333333,0
41,40-49,M,42000.0,2017-07-31,366,0,2,3,0.0,14.47,2.411666666666666,6,1,2,0.5,1,2,0.5,2
42,40-49,M,68000.0,2016-09-05,695,3,5,5,0.6,71.33,17.8325,4,4,10,0.4,1,3,0.3333333333333333,0
27,20-29,M,32000.0,2016-05-31,792,1,4,6,0.1666666666666666,51.05,3.4033333333333333,15,3,6,0.5,2,4,0.5,1
63,60-69,M,84000.0,2018-06-30,32,0,4,4,0.0,25.0,25.0,1,1,4,0.25,1,4,0.25,2
43,40-49,M,34000.0,2017-10-02,303,1,2,5,0.2,24.610000000000003,1.757857142857143,14,2,3,0.6666666666666666,1,3,0.3333333333333333,2
21,20-29,M,47000.0,2013-11-06,1729,0,1,4,0.0,34.96,4.37,8,2,3,0.6666666666666666,1,1,1.0,1
70,70-79,M,79000.0,2017-10-14,291,0,3,6,0.0,0.0,,0,2,3,0.6666666666666666,2,5,0.4,2
67,60-69,F,65000.0,2015-11-27,978,3,2,4,0.75,215.04,15.36,14,2,6,0.3333333333333333,1,2,0.5,0
71,70-79,M,69000.0,2018-05-30,63,2,4,6,0.3333333333333333,43.48,5.4350000000000005,8,1,3,0.3333333333333333,2,6,0.3333333333333333,1
30,30-39,M,60000.0,2018-02-23,159,0,1,3,0.0,15.84,3.168,5,1,2,0.5,2,2,1.0,2
36,30-39,M,64000.0,2014-01-15,1659,2,4,6,0.3333333333333333,55.8,3.2823529411764705,17,1,3,0.3333333333333333,3,7,0.4285714285714285,1
72,70-79,M,48000.0,2017-08-27,339,6,4,6,1.0,533.1800000000001,41.01384615384616,13,3,12,0.25,2,4,0.5,0
58,50-59,M,54000.0,2013-08-13,1814,3,2,3,1.0,111.17000000000002,12.352222222222224,9,1,3,0.3333333333333333,2,5,0.4,0
22,20-29,M,72000.0,2018-01-30,183,0,2,5,0.0,7.33,3.665,2,1,3,0.3333333333333333,2,3,0.6666666666666666,2
45,40-49,M,86000.0,2014-04-27,1557,4,4,4,1.0,201.47,20.147,10,3,9,0.3333333333333333,1,3,0.3333333333333333,0
39,30-39,F,52000.0,2017-05-05,453,1,3,4,0.25,44.53,3.1807142857142856,14,2,8,0.25,0,0,0.0,3
66,60-69,M,88000.0,2017-08-06,360,4,4,4,1.0,162.26,20.2825,8,1,6,0.1666666666666666,2,6,0.3333333333333333,0
45,40-49,M,62000.0,2018-07-16,16,2,4,4,0.5,143.41000000000005,15.934444444444448,9,1,3,0.3333333333333333,1,3,0.3333333333333333,2
41,40-49,F,56000.0,2017-08-22,344,2,6,6,0.3333333333333333,134.14,13.413999999999998,10,2,4,0.5,1,6,0.1666666666666666,0
20,20-29,F,54000.0,2016-01-11,933,3,4,5,0.6,626.59,39.161875,16,1,3,0.3333333333333333,2,5,0.4,0
56,50-59,M,56000.0,2016-01-21,923,4,4,4,1.0,388.4,32.36666666666667,12,3,12,0.25,0,0,0.0,0
73,70-79,F,113000.0,2018-07-24,8,3,5,5,0.6,56.77,18.92333333333333,3,3,10,0.3,1,3,0.3333333333333333,0
65,60-69,F,48000.0,2017-12-25,219,0,2,6,0.0,19.69,3.2816666666666667,6,1,2,0.5,3,4,0.75,2
88,80+,F,69000.0,2017-09-13,322,2,3,6,0.3333333333333333,23.45,5.8625,4,3,7,0.4285714285714285,2,4,0.5,2
64,60-69,M,67000.0,2015-07-22,1106,0,4,6,0.0,61.24999999999999,3.602941176470588,17,2,7,0.2857142857142857,1,1,1.0,1
53,50-59,F,65000.0,2017-02-22,525,3,3,4,0.75,149.65,21.37857142857143,7,2,8,0.25,0,0,0.0,0
82,80+,M,44000.0,2018-05-25,68,2,5,5,0.4,55.68,9.28,6,0,0,0.25,3,8,0.375,1
34,30-39,F,33000.0,2017-11-03,271,4,4,5,0.8,132.60000000000002,7.366666666666668,18,0,0,0.25,2,12,0.1666666666666666,0
83,80+,F,107000.0,2016-01-30,914,2,3,3,0.6666666666666666,179.72000000000003,29.953333333333337,6,2,6,0.3333333333333333,0,0,0.0,3
43,40-49,F,66000.0,2017-07-05,392,3,1,3,1.0,209.2,17.433333333333334,12,0,0,0.3333333333333333,2,7,0.2857142857142857,0
82,80+,M,63000.0,2017-10-23,282,2,4,5,0.4,29.12,4.16,7,0,0,0.3333333333333333,2,5,0.4,0
56,50-59,M,55000.0,2016-11-24,615,5,6,6,0.8333333333333334,140.29,12.753636363636362,11,2,6,0.3333333333333333,2,9,0.2222222222222222,0
59,50-59,F,95000.0,2017-08-21,345,5,3,5,1.0,397.89,24.868125000000003,16,1,7,0.1428571428571428,1,6,0.1666666666666666,0
55,50-59,M,62000.0,2018-03-29,125,0,3,4,0.0,15.95,2.658333333333333,6,2,6,0.3333333333333333,1,1,1.0,2
65,60-69,F,97000.0,2016-12-16,593,2,1,2,1.0,88.18,22.045,4,1,3,0.3333333333333333,1,2,0.5,0
68,60-69,F,68000.0,2018-03-08,146,5,4,5,1.0,550.8299999999999,78.68999999999998,7,3,9,0.3333333333333333,2,5,0.4,0
47,40-49,M,40000.0,2013-11-09,1726,1,2,4,0.25,30.28,2.3292307692307688,13,2,3,0.6666666666666666,1,3,0.3333333333333333,1
36,30-39,F,35000.0,2017-10-09,296,1,3,5,0.2,151.0,7.947368421052632,19,3,5,0.6,2,4,0.5,0
40,40-49,F,71000.0,2017-06-15,412,4,5,5,0.8,158.33,19.79125,8,1,5,0.2,2,9,0.2222222222222222,0
54,50-59,F,55000.0,2017-08-09,357,3,5,5,0.6,130.37,16.29625,8,2,5,0.4,3,8,0.375,0
71,70-79,M,59000.0,2018-03-02,152,0,1,4,0.0,5.449999999999999,1.8166666666666664,3,1,1,1.0,2,3,0.6666666666666666,2
37,30-39,M,67000.0,2015-08-06,1091,0,2,4,0.0,47.06,3.9216666666666655,12,2,3,0.6666666666666666,0,0,0.0,3
54,50-59,M,58000.0,2016-10-23,647,4,4,5,0.8,242.36999999999995,14.257058823529407,17,2,9,0.2222222222222222,1,2,0.5,0
49,40-49,M,72000.0,2018-05-04,89,2,4,4,0.5,110.07,22.014,5,1,2,0.5,3,8,0.375,1
72,70-79,M,62000.0,2015-06-22,1136,0,2,4,0.0,119.48000000000002,14.935000000000002,8,1,2,0.5,2,2,1.0,1
35,30-39,M,35000.0,2016-03-16,868,3,5,6,0.5,137.07999999999998,8.567499999999999,16,2,5,0.4,2,6,0.3333333333333333,1
58,50-59,M,61000.0,2016-10-10,660,2,2,4,0.5,309.14,17.174444444444443,18,1,3,0.3333333333333333,1,2,0.5,1
73,70-79,M,71000.0,2017-09-01,334,0,2,6,0.0,0.0,,0,2,3,0.6666666666666666,2,5,0.4,2
55,50-59,F,119000.0,2016-06-13,779,3,3,4,0.75,120.84,24.168,5,1,6,0.1666666666666666,1,2,0.5,0
